Protein ID,Protein Group,SubGroup,Protein,Entry Name,Gene Names,Protein Length,Coverage,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Unique Stripped Peptides,Summarized Total Spectral Count,Summarized Unique Spectral Count,Summarized Razor Spectral Count,Indistinguishable Proteins
O95219,406,a,sp|O95219|SNX4_HUMAN,SNX4_HUMAN,SNX4,450,17.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sorting nexin-4,1.0,0.999,6,35,35,35,
O95232,407,a,sp|O95232|LC7L3_HUMAN,LC7L3_HUMAN,LUC7L3,432,31.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Luc7-like protein 3,1.0,0.999,16,248,248,248,
O95248,408,a,sp|O95248|MTMR5_HUMAN,MTMR5_HUMAN,SBF1,1868,8.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Myotubularin-related protein 5,1.0,0.999,12,24,24,24,
O95251,409,a,sp|O95251|KAT7_HUMAN,KAT7_HUMAN,KAT7,611,15.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Histone acetyltransferase KAT7,1.0,0.999,5,8,8,8,
O95260,410,a,sp|O95260|ATE1_HUMAN,ATE1_HUMAN,ATE1,518,7.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Arginyl-tRNA--protein transferase 1,1.0,0.999,3,33,33,33,
O95273,411,a,sp|O95273|CCDB1_HUMAN,CCDB1_HUMAN,CCNDBP1,360,11.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cyclin-D1-binding protein 1,1.0,0.999,3,7,5,7,
O95292,412,a,sp|O95292|VAPB_HUMAN,VAPB_HUMAN,VAPB,243,46.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vesicle-associated membrane protein-associated protein B/C,1.0,0.999,13,264,233,233,
O95297,413,a,sp|O95297|MPZL1_HUMAN,MPZL1_HUMAN,MPZL1,269,16.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Myelin protein zero-like protein 1,1.0,0.999,5,58,58,58,
O95299,414,a,sp|O95299|NDUAA_HUMAN,NDUAA_HUMAN,NDUFA10,355,34.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",1.0,0.999,11,144,144,144,
O95336,415,a,sp|O95336|6PGL_HUMAN,6PGL_HUMAN,PGLS,258,54.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,6-phosphogluconolactonase,1.0,0.999,10,204,204,204,
O95347,416,a,sp|O95347|SMC2_HUMAN,SMC2_HUMAN,SMC2,1197,44.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Structural maintenance of chromosomes protein 2,1.0,0.999,48,527,527,527,
O95352,417,a,sp|O95352|ATG7_HUMAN,ATG7_HUMAN,ATG7,703,28.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin-like modifier-activating enzyme ATG7,1.0,0.999,15,163,163,163,
O95363,418,a,sp|O95363|SYFM_HUMAN,SYFM_HUMAN,FARS2,451,10.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Phenylalanine--tRNA ligase, mitochondrial",1.0,0.999,4,21,21,21,
O95373,419,a,sp|O95373|IPO7_HUMAN,IPO7_HUMAN,IPO7,1038,30.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin-7,1.0,0.999,25,501,501,501,
O95376,420,a,sp|O95376|ARI2_HUMAN,ARI2_HUMAN,ARIH2,493,25.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase ARIH2,1.0,0.999,8,78,78,78,
O95382,421,a,sp|O95382|M3K6_HUMAN,M3K6_HUMAN,MAP3K6,1288,5.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitogen-activated protein kinase kinase kinase 6,1.0,0.999,4,10,10,10,
O95394,422,a,sp|O95394|AGM1_HUMAN,AGM1_HUMAN,PGM3,542,56.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphoacetylglucosamine mutase,1.0,0.999,24,334,334,334,
O95396,423,a,sp|O95396|MOCS3_HUMAN,MOCS3_HUMAN,MOCS3,460,35.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Adenylyltransferase and sulfurtransferase MOCS3,1.0,0.999,13,100,100,100,
O95400,424,a,sp|O95400|CD2B2_HUMAN,CD2B2_HUMAN,CD2BP2,341,34.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,CD2 antigen cytoplasmic tail-binding protein 2,1.0,0.999,8,91,91,91,
O95433,425,a,sp|O95433|AHSA1_HUMAN,AHSA1_HUMAN,AHSA1,338,77.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Activator of 90 kDa heat shock protein ATPase homolog 1,1.0,0.999,25,612,612,612,
O95453,426,a,sp|O95453|PARN_HUMAN,PARN_HUMAN,PARN,639,23.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Poly(A)-specific ribonuclease PARN,1.0,0.999,13,117,117,117,
O95456,427,a,sp|O95456|PSMG1_HUMAN,PSMG1_HUMAN,PSMG1,288,28.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proteasome assembly chaperone 1,1.0,0.999,8,106,106,106,
O95470,428,a,sp|O95470|SGPL1_HUMAN,SGPL1_HUMAN,SGPL1,568,47.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sphingosine-1-phosphate lyase 1,1.0,0.999,22,357,357,357,
O95478,429,a,sp|O95478|NSA2_HUMAN,NSA2_HUMAN,NSA2,260,31.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribosome biogenesis protein NSA2 homolog,1.0,0.999,8,61,46,46,
O95479,430,a,sp|O95479|G6PE_HUMAN,G6PE_HUMAN,H6PD,791,12.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,GDH/6PGL endoplasmic bifunctional protein,1.0,0.999,7,25,25,25,
O95486,431,a,sp|O95486|SC24A_HUMAN,SC24A_HUMAN,SEC24A,1093,22.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein transport protein Sec24A,1.0,0.999,19,286,250,286,
O95487,432,a,sp|O95487|SC24B_HUMAN,SC24B_HUMAN,SEC24B,1268,14.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein transport protein Sec24B,1.0,0.999,17,149,113,113,
O95563,433,a,sp|O95563|MPC2_HUMAN,MPC2_HUMAN,MPC2,127,40.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial pyruvate carrier 2,1.0,0.999,4,40,40,40,
O95571,434,a,sp|O95571|ETHE1_HUMAN,ETHE1_HUMAN,ETHE1,254,19.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Persulfide dioxygenase ETHE1, mitochondrial",1.0,0.999,4,54,54,54,
O95573,435,a,sp|O95573|ACSL3_HUMAN,ACSL3_HUMAN,ACSL3,720,49.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Long-chain-fatty-acid--CoA ligase 3,1.0,0.999,27,482,443,482,
O95602,436,a,sp|O95602|RPA1_HUMAN,RPA1_HUMAN,POLR1A,1720,22.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-directed RNA polymerase I subunit RPA1,1.0,0.999,23,95,94,95,
O95671,437,a,sp|O95671|ASML_HUMAN,ASML_HUMAN,ASMTL,621,32.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein,1.0,0.999,16,170,170,170,
O95674,438,a,sp|O95674|CDS2_HUMAN,CDS2_HUMAN,CDS2,445,19.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphatidate cytidylyltransferase 2,1.0,0.999,5,69,69,69,
O95685,439,a,sp|O95685|PPR3D_HUMAN,PPR3D_HUMAN,PPP1R3D,299,14.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein phosphatase 1 regulatory subunit 3D,1.0,0.999,3,13,13,13,
O95707,440,a,sp|O95707|RPP29_HUMAN,RPP29_HUMAN,POP4,220,26.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribonuclease P protein subunit p29,1.0,0.999,5,46,46,46,
O95721,441,a,sp|O95721|SNP29_HUMAN,SNP29_HUMAN,SNAP29,258,27.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Synaptosomal-associated protein 29,1.0,0.999,5,12,12,12,
O95747,442,a,sp|O95747|OXSR1_HUMAN,OXSR1_HUMAN,OXSR1,527,43.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein kinase,1.0,0.999,25,402,372,402,
O95757,443,a,sp|O95757|HS74L_HUMAN,HS74L_HUMAN,HSPA4L,839,48.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Heat shock 70 kDa protein 4L,1.0,0.999,32,332,246,246,
O95777,444,a,sp|O95777|LSM8_HUMAN,LSM8_HUMAN,LSM8,96,99.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,U6 snRNA-associated Sm-like protein LSm8,1.0,0.999,7,101,101,101,
O95785,445,a,sp|O95785|WIZ_HUMAN,WIZ_HUMAN,WIZ,1651,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein Wiz,1.0,0.999,4,6,6,6,
O95786,446,a,sp|O95786|DDX58_HUMAN,DDX58_HUMAN,DDX58,925,21.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable ATP-dependent RNA helicase DDX58,1.0,0.999,17,119,119,119,
O95793,447,a,sp|O95793|STAU1_HUMAN,STAU1_HUMAN,STAU1,577,54.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Double-stranded RNA-binding protein Staufen homolog 1,1.0,0.999,33,532,482,532,
O95801,448,a,sp|O95801|TTC4_HUMAN,TTC4_HUMAN,TTC4,387,7.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tetratricopeptide repeat protein 4,1.0,0.999,3,16,16,16,
O95810,449,a,sp|O95810|CAVN2_HUMAN,CAVN2_HUMAN,CAVIN2,425,36.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Caveolae-associated protein 2,1.0,0.999,12,87,87,87,
O95825,450,a,sp|O95825|QORL1_HUMAN,QORL1_HUMAN,CRYZL1,349,29.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Quinone oxidoreductase-like protein 1,1.0,0.999,7,25,25,25,
O95831,451,a,sp|O95831|AIFM1_HUMAN,AIFM1_HUMAN,AIFM1,613,49.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Apoptosis-inducing factor 1, mitochondrial",1.0,0.999,30,637,637,637,
O95834,452,a,sp|O95834|EMAL2_HUMAN,EMAL2_HUMAN,EML2,649,26.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Echinoderm microtubule-associated protein-like 2,1.0,0.999,13,94,94,94,
O95861,453,a,sp|O95861|BPNT1_HUMAN,BPNT1_HUMAN,BPNT1,308,43.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,"3'(2'),5'-bisphosphate nucleotidase 1",1.0,0.999,11,259,259,259,
O95864,454,a,sp|O95864|FADS2_HUMAN,FADS2_HUMAN,FADS2,444,23.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Acyl-CoA 6-desaturase,1.0,0.999,9,189,167,189,
O95865,455,a,sp|O95865|DDAH2_HUMAN,DDAH2_HUMAN,DDAH2,285,45.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",1.0,0.999,13,217,206,206,
O95881,456,a,sp|O95881|TXD12_HUMAN,TXD12_HUMAN,TXNDC12,172,57.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Thioredoxin domain-containing protein 12,1.0,0.999,6,92,92,92,
O95905,457,a,sp|O95905|ECD_HUMAN,ECD_HUMAN,ECD,644,19.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein ecdysoneless homolog,1.0,0.999,7,40,40,40,
O95926,458,a,sp|O95926|SYF2_HUMAN,SYF2_HUMAN,SYF2,243,16.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-mRNA-splicing factor SYF2,1.0,0.999,3,15,15,15,
O95983,459,a,sp|O95983|MBD3_HUMAN,MBD3_HUMAN,MBD3,291,19.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Methyl-CpG-binding domain protein 3,1.0,0.999,5,27,27,27,
O95999,460,a,sp|O95999|BCL10_HUMAN,BCL10_HUMAN,BCL10,233,26.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,B-cell lymphoma/leukemia 10,1.0,0.999,4,38,38,38,
O96005,461,a,sp|O96005|CLPT1_HUMAN,CLPT1_HUMAN,CLPTM1,669,29.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cleft lip and palate transmembrane protein 1,1.0,0.999,14,166,166,166,
O96008,462,a,sp|O96008|TOM40_HUMAN,TOM40_HUMAN,TOMM40,361,55.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial import receptor subunit TOM40 homolog,1.0,0.999,11,220,220,220,
O96013,463,a,sp|O96013|PAK4_HUMAN,PAK4_HUMAN,PAK4,591,24.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein kinase PAK 4,1.0,0.999,10,43,43,43,
O96017,464,a,sp|O96017|CHK2_HUMAN,CHK2_HUMAN,CHEK2,543,19.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein kinase Chk2,1.0,0.999,8,14,14,14,
O96019,465,a,sp|O96019|ACL6A_HUMAN,ACL6A_HUMAN,ACTL6A,429,46.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Actin-like protein 6A,1.0,0.999,17,262,254,262,
P00167,466,a,sp|P00167|CYB5_HUMAN,CYB5_HUMAN,CYB5A,134,56.0,Homo sapiens,1:Experimental evidence at protein level,Cytochrome b5,1.0,0.999,6,61,61,61,
P00387,467,a,sp|P00387|NB5R3_HUMAN,NB5R3_HUMAN,CYB5R3,301,61.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,NADH-cytochrome b5 reductase 3,1.0,0.999,19,377,359,377,
P00403,468,a,sp|P00403|COX2_HUMAN,COX2_HUMAN,MT-CO2,227,35.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome c oxidase subunit 2,1.0,0.999,8,197,197,197,
P00441,469,a,sp|P00441|SODC_HUMAN,SODC_HUMAN,SOD1,154,76.0,Homo sapiens,1:Experimental evidence at protein level,Superoxide dismutase [Cu-Zn],1.0,0.999,7,123,123,123,
P00491,470,a,sp|P00491|PNPH_HUMAN,PNPH_HUMAN,PNP,289,68.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Purine nucleoside phosphorylase,1.0,0.999,18,442,442,442,
P00492,471,a,sp|P00492|HPRT_HUMAN,HPRT_HUMAN,HPRT1,218,59.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Hypoxanthine-guanine phosphoribosyltransferase,1.0,0.999,11,155,121,155,
P00505,472,a,sp|P00505|AATM_HUMAN,AATM_HUMAN,GOT2,430,60.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Aspartate aminotransferase, mitochondrial",1.0,0.999,29,609,609,609,
P00558,473,a,sp|P00558|PGK1_HUMAN,PGK1_HUMAN,PGK1,417,85.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphoglycerate kinase 1,1.0,0.999,40,1487,1257,1487,
P00813,474,a,sp|P00813|ADA_HUMAN,ADA_HUMAN,ADA,363,46.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Adenosine deaminase,1.0,0.999,11,80,80,80,
P01024,475,a,sp|P01024|CO3_HUMAN,CO3_HUMAN,C3,1663,7.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Complement C3,1.0,0.999,11,17,8,8,
P01034,476,a,sp|P01034|CYTC_HUMAN,CYTC_HUMAN,CST3,146,25.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cystatin-C,1.0,0.999,3,11,11,11,
P01130,477,a,sp|P01130|LDLR_HUMAN,LDLR_HUMAN,LDLR,860,21.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Low-density lipoprotein receptor,1.0,0.999,15,240,222,240,
P01834,478,a,sp|P01834|IGKC_HUMAN,IGKC_HUMAN,IGKC,107,48.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Immunoglobulin kappa constant,1.0,0.999,4,9,9,9,
P02545,479,a,sp|P02545|LMNA_HUMAN,LMNA_HUMAN,LMNA,664,77.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Prelamin-A/C,1.0,0.999,72,2272,2210,2272,
P02751,480,a,sp|P02751|FINC_HUMAN,FINC_HUMAN,FN1,2386,11.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Fibronectin,1.0,0.999,21,112,112,112,
P02768,481,a,sp|P02768|ALBU_HUMAN,ALBU_HUMAN,ALB,609,25.1,Homo sapiens,1:Experimental evidence at protein level,Serum albumin,1.0,0.999,16,81,26,26,
P02792,482,a,sp|P02792|FRIL_HUMAN,FRIL_HUMAN,FTL,175,40.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ferritin light chain,1.0,0.999,8,83,83,83,
P02794,483,a,sp|P02794|FRIH_HUMAN,FRIH_HUMAN,FTH1,183,35.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ferritin heavy chain,1.0,0.999,8,117,117,117,
P03886,484,a,sp|P03886|NU1M_HUMAN,NU1M_HUMAN,MT-ND1,318,8.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,NADH-ubiquinone oxidoreductase chain 1,1.0,0.999,3,20,20,20,
P03905,485,a,sp|P03905|NU4M_HUMAN,NU4M_HUMAN,MT-ND4,459,7.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,NADH-ubiquinone oxidoreductase chain 4,1.0,0.9982,3,14,14,14,
P04040,486,a,sp|P04040|CATA_HUMAN,CATA_HUMAN,CAT,527,59.0,Homo sapiens,1:Experimental evidence at protein level,Catalase,1.0,0.999,28,527,527,527,
P04049,487,a,sp|P04049|RAF1_HUMAN,RAF1_HUMAN,RAF1,648,21.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,RAF proto-oncogene serine/threonine-protein kinase,1.0,0.9988,11,74,28,30,
P04062,488,a,sp|P04062|GLCM_HUMAN,GLCM_HUMAN,GBA,536,43.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lysosomal acid glucosylceramidase,1.0,0.999,19,270,270,270,
P04066,489,a,sp|P04066|FUCO_HUMAN,FUCO_HUMAN,FUCA1,466,8.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tissue alpha-L-fucosidase,1.0,0.999,3,50,50,50,
P04080,490,a,sp|P04080|CYTB_HUMAN,CYTB_HUMAN,CSTB,98,64.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cystatin-B,1.0,0.999,5,95,95,95,
P04083,491,a,sp|P04083|ANXA1_HUMAN,ANXA1_HUMAN,ANXA1,346,76.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Annexin A1,1.0,0.999,31,742,742,742,
P04150,492,a,sp|P04150|GCR_HUMAN,GCR_HUMAN,NR3C1,777,12.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glucocorticoid receptor,1.0,0.999,7,36,36,36,
P04156,493,a,sp|P04156|PRIO_HUMAN,PRIO_HUMAN,PRNP,253,27.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Major prion protein,1.0,0.999,5,65,65,65,
P04179,494,a,sp|P04179|SODM_HUMAN,SODM_HUMAN,SOD2,222,68.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Superoxide dismutase [Mn], mitochondrial",1.0,0.999,14,218,218,218,
P04181,495,a,sp|P04181|OAT_HUMAN,OAT_HUMAN,OAT,439,57.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Ornithine aminotransferase, mitochondrial",1.0,0.999,23,562,562,562,
P04183,496,a,sp|P04183|KITH_HUMAN,KITH_HUMAN,TK1,234,19.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Thymidine kinase, cytosolic",1.0,0.999,3,29,29,29,
P04216,497,a,sp|P04216|THY1_HUMAN,THY1_HUMAN,THY1,161,16.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Thy-1 membrane glycoprotein,1.0,0.999,3,14,14,14,
P04406,498,a,sp|P04406|G3P_HUMAN,G3P_HUMAN,GAPDH,335,81.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glyceraldehyde-3-phosphate dehydrogenase,1.0,0.999,32,5277,5195,5277,
P04424,499,a,sp|P04424|ARLY_HUMAN,ARLY_HUMAN,ASL,464,38.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Argininosuccinate lyase,1.0,0.999,18,255,255,255,
P04637,500,a,sp|P04637|P53_HUMAN,P53_HUMAN,TP53,393,44.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cellular tumor antigen p53,1.0,0.999,19,112,112,112,
P04792,501,a,sp|P04792|HSPB1_HUMAN,HSPB1_HUMAN,HSPB1,205,92.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Heat shock protein beta-1,1.0,0.999,25,871,871,871,
P04818,502,a,sp|P04818|TYSY_HUMAN,TYSY_HUMAN,TYMS,313,6.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Thymidylate synthase,1.0,0.999,2,9,9,9,
P04843,503,a,sp|P04843|RPN1_HUMAN,RPN1_HUMAN,RPN1,607,67.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,1.0,0.999,38,1067,1067,1067,
P04844,504,a,sp|P04844|RPN2_HUMAN,RPN2_HUMAN,RPN2,631,54.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,1.0,0.999,26,554,554,554,
P04920,505,a,sp|P04920|B3A2_HUMAN,B3A2_HUMAN,SLC4A2,1241,17.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Anion exchange protein 2,1.0,0.999,14,79,79,79,
P05026,506,a,sp|P05026|AT1B1_HUMAN,AT1B1_HUMAN,ATP1B1,303,30.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sodium/potassium-transporting ATPase subunit beta-1,1.0,0.999,9,163,163,163,
P05067,507,a,sp|P05067|A4_HUMAN,A4_HUMAN,APP,770,16.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Amyloid-beta precursor protein,1.0,0.999,13,113,93,113,
P05089,508,a,sp|P05089|ARGI1_HUMAN,ARGI1_HUMAN,ARG1,322,16.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Arginase-1,1.0,0.999,4,37,37,37,
P05106,509,a,sp|P05106|ITB3_HUMAN,ITB3_HUMAN,ITGB3,788,12.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Integrin beta-3,1.0,0.999,9,50,42,50,
P05109,510,a,sp|P05109|S10A8_HUMAN,S10A8_HUMAN,S100A8,93,47.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein S100-A8,1.0,0.999,6,15,15,15,
P05114,511,a,sp|P05114|HMGN1_HUMAN,HMGN1_HUMAN,HMGN1,100,65.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Non-histone chromosomal protein HMG-14,1.0,0.999,9,143,143,143,
P05121,512,a,sp|P05121|PAI1_HUMAN,PAI1_HUMAN,SERPINE1,402,58.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Plasminogen activator inhibitor 1,1.0,0.999,18,147,147,147,
P05161,513,a,sp|P05161|ISG15_HUMAN,ISG15_HUMAN,ISG15,165,66.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin-like protein ISG15,1.0,0.999,9,149,149,149,
P05165,514,a,sp|P05165|PCCA_HUMAN,PCCA_HUMAN,PCCA,728,9.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Propionyl-CoA carboxylase alpha chain, mitochondrial",1.0,0.999,6,8,7,7,
P05166,515,a,sp|P05166|PCCB_HUMAN,PCCB_HUMAN,PCCB,539,17.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Propionyl-CoA carboxylase beta chain, mitochondrial",1.0,0.999,6,31,31,31,
P05198,516,a,sp|P05198|IF2A_HUMAN,IF2A_HUMAN,EIF2S1,315,61.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 2 subunit 1,1.0,0.999,26,524,524,524,
P05204,517,a,sp|P05204|HMGN2_HUMAN,HMGN2_HUMAN,HMGN2,90,62.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Non-histone chromosomal protein HMG-17,1.0,0.999,14,298,269,298,
P05362,518,a,sp|P05362|ICAM1_HUMAN,ICAM1_HUMAN,ICAM1,532,25.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Intercellular adhesion molecule 1,1.0,0.999,14,261,261,261,
P05386,519,a,sp|P05386|RLA1_HUMAN,RLA1_HUMAN,RPLP1,114,51.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S acidic ribosomal protein P1,1.0,0.999,2,33,33,33,
P05387,520,a,sp|P05387|RLA2_HUMAN,RLA2_HUMAN,RPLP2,115,80.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S acidic ribosomal protein P2,1.0,0.999,9,179,179,179,
P05388,521,a,sp|P05388|RLA0_HUMAN,RLA0_HUMAN,RPLP0,317,49.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S acidic ribosomal protein P0,1.0,0.999,19,391,104,391,
P05413,522,a,sp|P05413|FABPH_HUMAN,FABPH_HUMAN,FABP3,133,41.4,Homo sapiens,1:Experimental evidence at protein level,"Fatty acid-binding protein, heart",1.0,0.999,5,17,17,17,
P05455,523,a,sp|P05455|LA_HUMAN,LA_HUMAN,SSB,408,58.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lupus La protein,1.0,0.999,37,699,699,699,
P06132,524,a,sp|P06132|DCUP_HUMAN,DCUP_HUMAN,UROD,367,34.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Uroporphyrinogen decarboxylase,1.0,0.999,8,169,169,169,
P06280,525,a,sp|P06280|AGAL_HUMAN,AGAL_HUMAN,GLA,429,15.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Alpha-galactosidase A,1.0,0.999,5,54,54,54,
P06400,526,a,sp|P06400|RB_HUMAN,RB_HUMAN,RB1,928,11.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Retinoblastoma-associated protein,1.0,0.999,7,16,16,16,
P06454,527,a,sp|P06454|PTMA_HUMAN,PTMA_HUMAN,PTMA,111,42.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Prothymosin alpha,1.0,0.999,9,163,163,163,
P06702,528,a,sp|P06702|S10A9_HUMAN,S10A9_HUMAN,S100A9,114,31.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein S100-A9,1.0,0.999,3,3,3,3,
P06733,529,a,sp|P06733|ENOA_HUMAN,ENOA_HUMAN,ENO1,434,82.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Alpha-enolase,1.0,0.999,44,4538,4375,4538,
